AgeMonths,RelativeDeviation,FeedsStdDev,PctDaysOutOfRange,Label
17,-3,0.270971,0.704628,Warning
11,-0.0900851,0.605327,0.355387,Normal
15,0.567128,0.418697,0.388488,Normal
21,0.911004,0,0.375222,Normal
6,0.311125,1.21415,0.21266,Normal
5,2.12954,0.177479,0.389551,Normal
1,2.53325,0.898199,0.707991,Warning
14,-0.153583,1.62789,0.47139,Normal
15,-0.202096,0.687456,0,Normal
14,2.80359,0.990555,0.683627,Warning
18,-2.71566,0.135026,1,Critical
21,0.814043,0.53932,0.407465,Normal
21,3.33097,0.242978,0.225528,Normal
5,-0.683733,0.798611,0.0539706,Normal
15,-1.20548,1.11364,1,Critical
6,-0.908711,1.15646,0.635513,Warning
10,-0.132891,0.465551,0.0443653,Normal
1,-1.82438,1.1864,0.724602,Warning
2,-3.60197,0.621747,0.596345,Normal
0,-0.529244,0.611842,0.279435,Normal
11,2.02849,1.04358,0.345266,Normal
23,1.60797,0.182861,0.676131,Warning
18,0.176945,0,0,Normal
7,2.22406,1.19458,0.873356,Critical
18,-0.580618,0.864547,0.460682,Normal
6,0.319606,0.212665,0.398536,Normal
17,-0.350404,0.730463,0.0356938,Normal
3,0.0573693,0.818614,0.116371,Normal
12,-0.0423447,0.545976,0.435774,Normal
15,0.94192,0.734515,0,Normal
13,1.57219,0,0.601383,Warning
14,0.199577,0.972041,0.208833,Normal
0,1.43337,0.804852,0.969325,Critical
11,-0.217944,0.875583,0.221235,Normal
21,2.36106,0.349819,1,Critical
11,2.18372,0,1,Critical
23,0.230339,1.04089,0.13003,Normal
12,-1.34957,0.484225,0.585005,Normal
20,-0.450768,0.0907564,0.484509,Normal
1,-1.51756,0.145557,0.611454,Warning
8,2.4171,0.21124,0.815113,Warning
16,1.5895,0,0.473733,Normal
9,0.348665,0.57959,0.131766,Normal
21,2.5674,0.45301,0.630556,Warning
6,1.00018,0.125412,0.627896,Warning
5,2.44097,0.590181,0.81536,Warning
10,-0.330664,1.34531,0,Normal
14,-0.316702,0.68306,0,Normal
20,-2.29058,0.73622,0.832763,Warning
2,-0.830559,0.78397,0.251863,Normal
20,2.8925,0.715417,1,Critical
12,0.700275,0.120527,0.414558,Normal
22,2.4094,0.643772,0.474306,Normal
17,-2.05087,0.602367,0.136318,Normal
12,-0.113355,0.721175,0.274341,Normal
10,0.616607,0,0.239479,Normal
14,-3,0.862848,0.715168,Warning
13,0.38404,1.1197,0.735879,Normal
11,-0.0513914,1.16905,0.210642,Normal
19,2.95289,0.525927,0.304378,Normal
11,-1.39582,0.862416,1,Critical
5,-0.99327,0.637869,0,Normal
19,-0.0942735,0.0177028,0.0913939,Normal
13,2.38131,0.594524,0.615801,Warning
21,-3,0.709412,0.584174,Normal
14,0.274851,0.582567,0.406341,Normal
21,1.2082,0.962679,1,Critical
1,2.50213,0,0.466079,Normal
3,-3.01605,0.125327,0.970846,Critical
5,-2.69156,0.72895,0.635601,Warning
17,0.820886,0,0.167609,Normal
20,-0.400693,1.67665,0,Normal
1,1.00546,0.435065,0.806062,Warning
8,1.35103,0.253256,0.697727,Warning
7,-0.2267,0.582898,0.107892,Normal
23,-2.26044,0.293829,0.902848,Critical
10,-0.458494,0.98912,0,Normal
21,0.740765,0.0199349,0.257217,Normal
5,-1.03383,0.3568,0.62768,Warning
5,-2.53232,0.826937,1,Critical
6,-0.211364,0.108124,0,Normal
0,-0.437331,0.407632,0.0495122,Normal
7,0.650814,0.397292,0.180552,Normal
6,-1.04705,0.585894,0.906813,Warning
10,-0.554277,0,0,Normal
2,1.81896,0.723468,0.92473,Critical
21,-2.35392,0.757644,1,Critical
16,-1.64713,0.633421,0.778361,Warning
16,-0.0637599,0.668394,0.043493,Normal
14,-0.761283,0.838063,0.23666,Normal
0,-0.466948,0.412441,0.409516,Normal
0,-2.00317,0,0.709664,Warning
9,0.015912,0.560284,0.121261,Normal
2,0.373827,0.401738,0.255037,Normal
3,1.20872,0.0122671,0.655004,Warning
6,4.21699,1.01858,1,Critical
2,-1.00846,0.47425,1,Warning
15,-2.49405,0.850271,0.824597,Warning
15,0.963759,0.804101,0.57617,Normal
12,-0.190513,1.04816,0.34086,Normal
9,-0.0189247,0.939237,0.0196614,Normal
20,0.362608,0.598053,0.149343,Normal
12,-2.5699,0.606972,0.569101,Normal
13,-0.644335,0.814822,0.551762,Normal
7,-0.633767,0.920626,0.428699,Normal
11,0.866938,0.190604,0.302293,Normal
13,1.70799,0.198639,0.857678,Warning
2,2.07365,0.412794,0.785773,Warning
16,0.118584,0.176079,0.310259,Normal
19,-0.00697658,1.29958,0.113108,Normal
1,-0.0548964,0.476943,0.340777,Normal
2,0.493085,0.546194,0.0325256,Normal
3,0.346868,0.0534901,0.236431,Warning
13,-2.3567,0.665338,0.742646,Warning
3,0.201221,0.51194,0.024811,Normal
18,1.9409,0.428695,0.997409,Critical
15,2.7206,0.486884,0.690687,Warning
14,-2.28562,0.640163,0.693574,Warning
21,-0.496812,0.938439,0.104362,Normal
23,2.89292,0.495353,0.521682,Normal
5,1.09,1.37934,0.954014,Warning
18,-0.489286,0.722347,0,Normal
8,0.580972,0.284848,0.465984,Normal
13,-0.213179,0.845371,0.169464,Normal
14,0.0608724,0.96329,0.465422,Normal
15,-3,0.133561,1,Warning
10,-0.649255,0.138133,0.23665,Normal
5,0.700207,1.10092,0,Normal
1,-0.163276,0.150055,0.267986,Normal
21,0.0970513,0.4366,0.220407,Normal
5,1.09337,0.815573,0.920114,Warning
17,0.145598,0.333384,0.128762,Normal
8,-0.296072,0.549192,0.444537,Normal
19,-1.5801,1.09712,0.687711,Warning
16,4.21963,0.256236,0.708718,Warning
0,-1.06075,0,1,Warning
23,-0.376845,0.550703,0.00367116,Normal
12,0.972649,0.642971,0.404872,Normal
16,-0.0710565,0.374761,0.571008,Normal
6,-3.92125,0.864917,0.594261,Warning
9,2.18737,1.02983,0.739733,Warning
5,-3.15853,0,0.834437,Warning
13,-1.09384,0.737579,1,Warning
19,1.62074,0,0.673919,Warning
12,-0.0999952,0.972338,0.214634,Normal
3,-0.151167,0.0675256,0.297905,Normal
18,0.649289,0.681611,0.55913,Normal
13,1.80981,0.812867,1,Critical
21,-1.0902,0.810958,0.437875,Normal
20,0.187587,0.575164,0,Normal
9,0.148932,0.699156,0.292857,Normal
2,0.365937,0.446581,0,Normal
20,-0.960616,0.62042,0.266709,Normal
6,1.99178,0,0.511947,Normal
13,-1.50458,0.874966,0.693871,Warning
5,0.732808,0.700727,0.324978,Normal
1,0.222249,0.815638,0.478668,Normal
20,-0.142538,0.355077,0.147031,Normal
20,-0.162438,0,0.155679,Normal
5,-0.237098,0.401694,0.218312,Normal
15,-0.0825478,1.13152,0,Normal
0,-0.383039,0,0.187583,Normal
20,0.324286,1.05786,0.491608,Normal
23,-0.850773,0.603734,0.215232,Normal
0,1.66421,0.666403,1,Critical
1,-1.49442,1.62675,0.978035,Critical
23,-0.112842,0.641772,0.520769,Normal
23,-0.428914,0.715112,0.226395,Normal
12,0.945097,0.699343,0,Normal
1,-0.846559,0.612151,0.0436505,Normal
16,-0.862629,0,0.526623,Normal
1,3.22428,1.34253,0.821188,Warning
6,2.54118,0.992206,0.796023,Warning
2,0.298879,0.599451,0.146817,Normal
7,-0.518436,0.760206,0.255492,Normal
21,2.05071,0.160477,0.376867,Normal
6,-3.53832,0.313742,1,Critical
7,0.103829,0.0749582,0.320667,Normal
17,2.29384,0.886277,0.711823,Warning
2,0.51273,0.387084,0.114377,Normal
16,-2.26218,0.330189,0.795971,Warning
13,-1.13956,0.370868,0.721066,Warning
18,-0.932516,0.551664,0.112709,Normal
4,0.810788,0.18307,0.729845,Warning
2,-1.72609,0.501239,0.65025,Normal
2,-0.0773333,0.512418,0.061531,Normal
22,2.25193,0.577079,0.567137,Normal
4,-0.37022,0,0,Normal
5,-1.80735,0.0849688,0.68574,Warning
23,-0.564039,1.35512,0.399475,Warning
15,-2.77852,0.0454454,1,Critical
21,-2.75556,0.830652,0.339956,Normal
15,-1.0523,0.263826,0.699623,Warning
3,-0.111808,0.904296,0.404196,Normal
14,0.833583,0.580407,0.617754,Warning
3,3.03149,0.955121,1,Critical
13,2.34611,0,1,Critical
11,0.384221,0.724581,0.55493,Normal
21,-0.304265,0.473239,0.419349,Normal
12,0.928459,1.08868,0.499948,Normal
22,0.183628,0.355341,0.126039,Normal
9,2.52287,0.767256,0.755866,Warning
19,0.0915373,0.775426,0.290998,Normal
7,-0.0222786,0.202449,0.348451,Normal
2,-2.37539,1.00963,0.283644,Normal
0,-2.02467,0.644336,1,Critical
18,-2.57859,0.362981,0.657673,Warning
18,-0.379871,0.353462,0.47303,Normal
13,3.10163,1.02357,0.832836,Warning
20,0.841407,0.892497,0.765667,Warning
9,1.11011,1.10386,0.643473,Warning
20,0.707195,0.315282,0,Normal
12,2.71714,0.829407,0.718754,Warning
1,0.856282,0.266991,0,Normal
16,0.210219,0.337933,0.457269,Normal
4,3.27733,0.404673,0.278496,Normal
22,-0.754204,0.262849,0.138265,Normal
11,1.12207,0.847994,1,Warning
3,1.2503,0.760104,0.727749,Warning
1,0.608608,0.846302,0.323749,Normal
1,-1.06544,0.580371,0.910244,Warning
14,-0.824878,1.35766,0.274028,Normal
18,-0.383043,0.675868,0.0816984,Normal
0,-0.267276,0.527115,0,Normal
16,1.11509,0.125392,0.531159,Normal
15,2.81344,0,0.343487,Normal
8,-2.55757,0.47979,0.868468,Warning
19,1.32213,0.787269,0.484911,Normal
19,0.670781,0.805764,0,Normal
3,-0.293367,0,0.122633,Normal
10,0.508122,0,0,Normal
23,-0.477279,0.547901,0.669885,Warning
8,0.533534,0.0472852,0.340811,Normal
22,-1.31748,0.103022,0.60977,Warning
19,2.88727,0.548964,1,Critical
10,-1.04395,0.5158,1,Warning
18,-2.68079,0.712499,0.598145,Normal
4,1.62512,0.58513,0.938411,Critical
6,0.215064,0.670161,0.229669,Normal
18,0.0445223,1.49081,0,Normal
13,0.133412,0,0.284717,Normal
16,2.67286,0.258956,1,Critical
22,-3,0.355622,0.799308,Warning
18,0.620364,1.06965,0.2753,Normal
2,-1.77421,0.00720806,0.590351,Normal
20,-2.62855,0.0378292,0.672333,Warning
9,-0.240065,0.834665,0.614463,Normal
15,-0.731184,0.776677,0.200428,Normal
9,0.859369,0,0.420441,Normal
8,-2.77924,1.32032,0.936736,Critical
7,-2.57371,0.687544,1,Critical
20,0.744293,1.22947,0.217017,Normal
22,0.734461,0.126097,0.61477,Warning
9,-3,0.921029,0.93869,Critical
9,-0.653868,1.34835,0.299577,Warning
2,-0.865448,1.37085,0,Normal
5,-0.383534,0,0.401568,Normal
3,0.139402,0.495288,0.021976,Normal
2,-1.5494,0.879741,1,Critical
22,-1.16007,0.60478,0.235083,Normal
11,0.557297,0.22051,0.465358,Normal
18,0.352636,0.352288,0,Normal
4,-0.152726,0,0.466657,Normal
5,0.0399733,1.05533,0.371953,Normal
4,0.33718,0.174837,0.694232,Normal
12,-0.829369,0.298969,0.118304,Normal
9,3.2249,1.01194,0.817367,Warning
9,0.743065,1.11885,0.0217934,Normal
21,-0.775972,0.672555,0.2784,Normal
10,-0.132895,0.968659,0.327448,Normal
4,0.581505,0.545252,0.60004,Warning
6,-0.0575846,0,0.0453545,Normal
1,0.270751,0.114334,0.685426,Normal
0,-0.939104,0.216426,0.146231,Normal
18,-2.12156,0.351361,0.755388,Warning
5,-0.59965,1.08283,0.149321,Normal
21,-0.981554,0,0.373395,Normal
10,3.40786,0.551574,0.846628,Warning
12,2.42549,1.59765,0.629101,Warning
0,-0.0784608,0.897567,0.0993229,Normal
1,-4.29727,0.374265,0.480149,Warning
2,-1.14125,0.742924,1,Warning
2,-0.6918,0.449552,0.32302,Normal
14,1.50847,0.112141,0.804038,Warning
14,-3,0.648769,0.676114,Warning
17,3.46737,0.850779,0.806891,Warning
3,-0.846813,0.436971,0.334593,Normal
19,2.85077,0.418806,0.907195,Critical
11,-2.61979,0.0231616,0.0874347,Normal
16,1.1773,1.1074,0.703305,Warning
16,-3,0.756397,0.907861,Critical
9,-0.774306,0.890349,0.199698,Normal
19,0.466147,0.240092,0.183359,Normal
7,-0.220246,0.9282,0.747034,Normal
18,2.08748,0.328401,1,Critical
21,-2.39388,0.920089,0.705252,Warning
1,-1.91763,1.17732,0.779386,Warning
14,-2.31176,0.257035,0.573575,Normal
10,-0.267482,0.196717,0.229736,Normal
20,0.876926,0,0.373451,Normal
12,0.396841,0.70605,0.123992,Normal
3,0.192061,0.468478,0.25277,Normal
13,1.5448,0.464176,1,Warning
3,-3.08239,0,0.605889,Warning
19,0.667998,0.796729,0,Normal
12,2.14174,0.662206,0.651756,Warning
14,-0.355406,0.837765,0.381427,Normal
17,0.618319,0.795259,0.263876,Normal
11,-3,0.337284,0.905115,Critical
21,0.0449066,1.10742,0.627965,Normal
17,2.47732,0.720625,0.705868,Warning
9,0.11294,0.443709,0.469682,Normal
0,1.03713,0.186973,1,Warning
19,-2.35357,0.242708,0.583448,Normal
7,1.32032,0.636738,0.32499,Normal
13,1.46624,0.473591,0.901845,Critical
20,2.9075,0.256871,0.732152,Warning
14,0.223395,0.772634,0.602705,Normal
16,1.09345,0.970515,0.81278,Warning
6,2.10617,0.893189,0.919553,Critical
13,-1.89577,0.478724,0.434921,Normal
4,-2.75816,0.280101,0.802684,Warning
17,-2.39877,1.23533,0.80437,Warning
11,0.397474,0.334266,0.175542,Normal
6,-0.501863,0.455347,0,Normal
4,2.44997,0.942021,0.706694,Warning
7,2.45719,1.18079,0.314355,Normal
6,-0.10464,0.885386,0.321314,Normal
6,-2.13858,1.14065,0.724252,Warning
14,1.24609,1.03928,0.279696,Normal
20,0.313551,0,0.0968774,Normal
19,-1.64766,0.542291,0.592198,Normal
0,-0.111424,0.596897,0.595338,Normal
19,0.196022,0.879582,0.260503,Normal
10,2.55846,0.0400268,0.818216,Warning
2,3.23883,0.94993,1,Critical
8,-1.05996,0.310974,0.696153,Warning
15,1.68727,0.786827,0.24834,Normal
2,0.413379,0,0.453309,Normal
23,0.995529,0.669849,0.382141,Normal
17,-0.659418,0.130107,0,Normal
12,-1.03315,0.576526,1,Warning
14,1.39831,0.709397,0.671388,Warning
2,0.285795,0,0.188207,Warning
18,0.911078,0.571048,0,Normal
9,0.670153,0.367533,0.0960121,Normal
18,2.56137,1.25854,0.768345,Warning
18,0.73963,0.237433,0,Normal
5,-0.21862,0,0,Normal
16,-0.641883,0.212791,0,Normal
11,0.0419037,0.521703,0.546383,Normal
1,0.444744,0.417411,0.0895915,Normal
12,-2.71199,0.363783,0.821467,Warning
22,-0.151812,0.697887,0.23359,Normal
12,-3,0.454227,0.863042,Warning
17,2.18692,0.20584,0.64307,Warning
16,2.13766,0.125532,1,Critical
8,1.3148,1.21153,0.915623,Critical
14,-0.275879,0.672601,0.0974733,Normal
6,2.39828,0.960058,0.757985,Warning
23,0.956419,1.06709,0,Normal
22,0.89729,0.24803,0.324566,Normal
14,-3,0.114836,0.679645,Warning
19,0.507568,0.623645,0.313363,Normal
9,-0.590788,0.357421,0.0593283,Normal
7,-0.0430435,0.525646,0,Normal
10,0.248669,0.282972,0.262978,Normal
8,0.500206,0.911059,0.291475,Normal
8,2.83506,0.624166,0.641133,Warning
0,0.570631,0,0.894691,Warning
20,0.0399068,0.54254,0,Normal
3,1.21744,0.916881,0.668632,Warning
18,2.58657,0.776662,0.910262,Critical
7,-3.94236,0.525748,0.861658,Warning
4,-3.05164,0.504014,0.015017,Normal
8,-0.705314,0.363452,0,Normal
10,0.456136,0.380445,0.156933,Normal
3,-0.677659,0.0187884,0.0310826,Normal
7,0.350334,0.475464,0.429231,Normal
22,-0.165397,0.786568,0.255894,Normal
15,2.41654,1.24149,0.530714,Normal
19,-0.677732,0.378717,0.643221,Warning
3,0.762675,0.857261,0.373993,Normal
22,-1.55146,1.00372,0.634564,Warning
6,0.305124,0.906499,0.57139,Normal
2,0.015715,0.424197,0.17107,Normal
6,0.121987,0.40455,0,Normal
2,1.6941,1.01961,0.602797,Warning
1,0.378367,0.504146,0.274754,Normal
0,-0.310867,0.651649,0.33207,Normal
11,-0.294129,0.653043,0.477718,Normal
9,-0.0684539,0.461883,0.408289,Normal
10,2.50058,0.849411,0.768132,Warning
13,2.95378,0.950123,1,Critical
4,-0.063167,1.67508,0.138276,Normal
14,1.43606,1.21777,1,Warning
12,0.312524,0,0.221272,Normal
14,0.585817,0,0.459831,Normal
18,0.214335,0.287927,0,Normal
15,0.608377,1.12881,0.408937,Normal
18,0.0323801,0.313814,0,Warning
11,-2.06217,0.399202,0.468261,Normal
6,-0.323755,1.03401,0.174413,Normal
21,3.13554,0.468912,0.811972,Warning
13,-0.180988,0.674781,0.513059,Normal
8,0.166115,1.00984,0.323596,Normal
15,-0.438103,0.780314,0.350407,Warning
19,-0.0832423,0.256162,0,Normal
9,2.29594,0.988294,0.782728,Warning
13,-0.188596,0,0.155282,Normal
17,0.775133,0.679336,0.0971316,Normal
3,-1.79595,1.3788,1,Critical
16,-0.223881,1.03606,0.17212,Normal
13,2.11558,1.53507,0.895294,Warning
19,-0.428856,0.856079,0.324786,Normal
5,-0.791164,0.865641,0,Normal
3,-0.922515,0.307746,0.294584,Normal
4,0.676484,0.211932,0.730381,Warning
18,2.02158,0.499984,0.693973,Normal
22,0.63914,0.831666,0.00212445,Normal
23,0.0165816,0.187528,0.595751,Normal
0,-0.675876,1.0205,0.132868,Normal
22,2.8169,0.662704,0.230527,Normal
14,0.600043,0.0312621,0.164281,Normal
18,-0.208484,1.21087,0.263585,Normal
11,0.10765,0.505146,0.437107,Normal
19,0.594845,0.341455,0.324047,Normal
6,-1.83665,0.905468,0.631555,Warning
2,1.41066,0.479617,1,Critical
14,3.14748,0.421557,0.422009,Normal
11,2.36783,1.46586,0.941169,Critical
9,0.702518,0.482422,0.246969,Normal
10,-3,0.655195,0.753758,Warning
5,1.43486,0.807214,0.94914,Critical
4,2.72309,0.800546,0.813043,Warning
22,0.406981,0.169484,0,Normal
0,0.238391,0.28421,0.34304,Normal
5,1.92445,0.180201,0.785882,Warning
9,3.23161,0.576364,0.805962,Warning
0,0.567964,0.146325,0.334536,Warning
9,-2.17019,0.820756,0.641471,Warning
9,-1.80986,0.530245,1,Critical
19,-0.0440202,0.610336,0.462346,Normal
8,-0.11954,0.500244,0.0907085,Normal
3,0.772133,1.00557,0.232619,Normal
11,-0.736689,0.813729,0.312036,Normal
15,-0.663359,0.537306,0.558013,Normal
14,-0.266855,0.29775,0.356793,Normal
13,-0.22043,0.61166,0.191124,Normal
23,-0.556463,1.09694,0.185354,Normal
12,-2.39635,0,0.565575,Normal
21,1.53732,1.07212,0.438742,Normal
4,0.499294,0.874702,0.419445,Normal
0,-1.20696,1.31825,0.69011,Warning
14,1.14683,0.712174,0.800925,Warning
4,2.44102,0.26015,0.906074,Critical
2,2.53679,0.654406,0.455857,Normal
19,1.60465,0.160631,0.425379,Normal
7,1.11666,0.613467,0.708205,Warning
17,-0.666587,0.449652,0.165651,Normal
14,0.531828,0.545926,0,Normal
4,-0.104709,0.833178,0,Normal
23,0.924222,0.317669,0.332839,Normal
11,2.30407,0.672011,0.535253,Normal
12,-2.80433,0.930083,0.927261,Critical
2,-0.846153,0.256919,0.458674,Normal
10,-0.179746,0.240436,0.101654,Normal
15,1.49241,0.588508,1,Critical
17,-2.32857,0.794314,0.772841,Warning
20,0.617944,0.473151,0.186576,Normal
7,-2.70317,0.966679,0.642007,Warning
10,0.919745,0.717591,0.060279,Normal
13,2.46397,0.732763,0.699702,Warning
20,-3,0.178483,1,Critical
7,-0.196169,0.419417,0.580005,Normal
6,4.43035,0.187025,0.994657,Critical
17,-1.98799,0.239396,1,Critical
7,0.0916917,1.48089,0,Normal
0,1.04638,0.521278,1,Warning
10,0.47514,0.854282,0.343846,Normal
3,0.948817,0.623455,0.475566,Normal
20,-1.91808,0.234596,0.827741,Warning
10,0.420544,0.0105658,0.338603,Normal
9,-0.700331,0.224846,0.112331,Normal
22,0.0159611,0.328395,0.150869,Normal
4,-1.4281,0.436923,0.600533,Warning
23,-0.650984,0.144654,0.435792,Normal
14,-1.79258,1.40826,0.846403,Warning
16,-1.90562,0,0.622163,Warning
18,-0.425118,0.886523,0.428134,Normal
13,0.399032,0.352776,0.385195,Normal
18,3.12749,0.663147,0.415929,Normal
12,-0.0565991,0.358525,0.266345,Normal
6,-0.204767,0.225624,0.644096,Normal
12,0.447223,0.112406,0.366544,Normal
20,-0.458268,0.756248,0.592006,Normal
7,-0.215026,0.740937,0.814181,Normal
21,2.61302,0.447975,0.605701,Warning
20,0.259679,0.698343,0.325594,Normal
11,-0.231062,0.853292,0.0712377,Normal
5,-0.281893,0.514566,0.00391681,Normal
6,-2.37122,1.11635,1,Critical
16,-0.0921654,0.788837,0,Normal
19,-0.62015,0.682166,0,Normal
4,0.625004,0,0.338922,Normal
9,3.83283,0.396209,0.708508,Warning
12,1.05616,1.04111,0.920434,Warning
15,2.32615,0.815084,1,Critical
4,-0.613913,0.167421,0.173464,Normal
22,3.0775,1.34966,0.762158,Warning
2,1.80734,0.337454,1,Critical
5,-2.59941,0.454865,0.693467,Warning
12,-1.65057,0.46507,1,Critical
18,0.678515,0.672948,0.0309124,Normal
10,-0.97858,0.852078,0.000469654,Normal
14,2.89928,0.355539,0.5039,Normal
11,3.23719,0.86479,1,Critical
2,-0.0382808,0.416878,0.46479,Normal
22,-0.59849,0.558157,0.275696,Normal
3,-1.09891,1.07268,0.346675,Normal
15,-1.03797,0.615421,0.615856,Warning
3,0.0319586,1.13718,0.29596,Normal
13,2.77704,0.30512,0.541395,Normal
6,-0.093771,0.942964,0,Normal
4,2.8244,0.687909,0.578996,Normal
22,1.00071,1.22855,0.625983,Warning
21,-0.0920612,0,0.468935,Normal
0,-1.53129,0.211737,0.629153,Warning
2,-0.454128,0,0,Normal
22,-1.36721,1.1223,0.997194,Critical
3,1.9698,0,1,Critical
7,-0.610139,0.334412,0.153544,Normal
14,2.9273,0.976877,0.911929,Critical
22,-3,0.975129,0.803046,Warning
15,-1.17927,0.391459,0.542515,Normal
6,0.616535,0.283453,0.204049,Normal
2,-1.95287,0.400028,0.87316,Warning
12,1.34155,0.501123,0.564785,Normal
23,-0.844874,0.905957,0.166715,Normal
3,2.17515,0.574692,1,Critical
8,-0.501211,0.564403,0.0920135,Normal
5,0.593753,0.0111301,0.351748,Normal
18,-3,0.938757,0.860079,Warning
5,-0.497819,0.557609,0.0098367,Normal
3,-0.965535,0.444672,0.481629,Normal
13,-0.172293,1.0115,0.192162,Normal
21,-0.526432,0.712829,0.444471,Normal
9,0.802116,0.124215,0,Normal
18,1.10918,1.33211,0.576455,Normal
4,1.12094,1.29243,0.552187,Normal
13,2.9881,0,0.710049,Warning
5,1.93763,0.856543,0.876672,Warning
6,0.375393,0.620504,0.0248428,Normal
23,0.336599,0.639542,0.235078,Normal
16,-0.181781,0.621127,0.24998,Normal
7,-3.33145,0.609158,1,Critical
10,1.42119,1.10039,0.660248,Warning
23,1.4818,1.35249,1,Critical
13,-0.546167,0.669131,0.187864,Normal
12,-2.65426,0.563223,1,Critical
6,-3.00051,0,0.613258,Warning
18,-0.15143,0.489789,0.230107,Normal
1,-1.1423,0.576985,0.857386,Warning
9,-0.819328,0.120074,0.107713,Normal
19,0.613998,0.787366,0.217759,Normal
19,0.254471,0.96733,0.330119,Normal
8,0.532268,0.605294,0.400744,Normal
17,4.45259,0.979602,0.699847,Warning
1,0.573706,0,0.203975,Normal
16,-2.20452,1.13189,0.896743,Warning
8,-2.30419,0.274068,0.630863,Warning
2,-0.467631,0,0.404584,Normal
8,0.233197,1.28884,0.53826,Warning
18,-0.705022,0.413432,0.636985,Warning
15,1.22015,0.552478,0.902231,Critical
15,0.203952,1.54165,0.108843,Normal
3,-0.380628,0.754601,0.224195,Normal
20,-1.18774,0.635833,0.682733,Warning
8,2.80969,0.74024,0.36216,Normal
13,2.50426,0.798505,0.866648,Warning
21,-0.197345,0.353928,0.63392,Normal
10,-1.22472,0.837589,0.811992,Warning
0,-1.81279,0.215923,0.844077,Critical
20,-0.87002,0.745069,0.605562,Warning
22,2.15545,0.591179,1,Critical
14,-2.05245,1.15052,0.549397,Normal
7,0.769308,0,0.226878,Normal
7,-0.827976,0,0,Normal
10,-0.238652,0.522826,0.0992802,Normal
18,1.34213,0.488102,0.717916,Warning
20,2.20905,0.985157,1,Critical
12,0.303704,0.745167,0.402304,Normal
12,1.04502,0.698302,0.698281,Warning
22,-0.102893,0.0674879,0.729662,Normal
4,-2.5598,0.214243,0.707575,Warning
1,-2.71611,0.888259,0.629887,Warning
23,-1.92569,0.58785,0.707996,Warning
18,1.99779,0,0.988381,Critical
11,-0.300454,0.593474,0.245541,Normal
19,0.0799898,0.763883,0,Normal
3,-0.276452,0.367531,0.198665,Normal
5,0.0197203,0.187754,0.108383,Warning
5,-0.260451,0,0.501923,Normal
2,0.0159606,0.833597,0.345063,Normal
19,2.58026,0.41636,0.577883,Normal
4,-0.300437,1.2071,0.272987,Normal
20,-2.59438,0,0.439491,Normal
12,-0.637892,0.405202,0.409737,Normal
7,1.14982,0.171012,1,Warning
3,-1.25525,1.41244,1,Critical
3,2.34764,0.730107,0.722624,Warning
9,-0.696642,1.19548,0.0108877,Normal
14,-0.0363779,0.513949,0,Normal
14,-0.0192463,0.496145,0.0733119,Normal
19,0.837557,0,0.192006,Normal
7,0.0113716,1.4596,0.334937,Normal
16,0.47417,1.00796,0.222581,Normal
19,-1.21943,0.120476,0.488348,Normal
22,-2.3979,0.122862,0.674706,Warning
17,0.106135,0.465117,0.354351,Warning
7,-0.410846,1.16587,0,Normal
13,-1.31131,0,0.832771,Critical
14,0.35884,0.648971,0.64811,Normal
3,-3.08449,0.806204,0.649743,Warning
12,0.833349,0.337936,0.195667,Normal
23,0.807731,0.615307,0.461833,Normal
1,2.79732,0.306737,0.828428,Warning
13,-0.14472,0,0.625331,Normal
15,0.294804,1.14808,0,Normal
20,0.362798,0.518516,0.413507,Normal
15,0.77898,0.980049,0,Normal
20,-1.90489,0.478417,0.57536,Normal
14,0.617565,0.742862,0,Normal
22,-1.02034,0.366882,0.81194,Warning
1,0.141147,0.662181,0.321575,Normal
6,-2.06669,0.380673,1,Critical
11,1.41926,0.42768,0.884292,Warning
21,0.3129,0.932746,0.587232,Normal
18,-0.750512,0.411097,0.109332,Normal
20,0.232565,0.536279,0.425637,Normal
19,1.42906,0.405737,0.522048,Normal
20,2.66312,0.822812,0.783522,Warning
1,-1.30796,0.681339,0.630123,Warning
1,-2.82954,0.208784,0.647947,Warning
0,-2.38881,0.678873,0.574907,Normal
5,-1.73392,0.0120499,0.828038,Warning
16,0.805856,1.6712,0.301816,Normal
0,0.644236,0.836821,0.37327,Normal
16,0.00563857,1.12254,0.129244,Normal
1,-1.05793,0.822007,0.465515,Normal
5,-1.19049,0.633634,0.338088,Normal
22,0.891095,0.211577,0.325385,Normal
8,-1.078,0.162449,0.541406,Normal
8,1.577,0.685565,0.86009,Warning
6,2.34653,0.561799,0.729912,Warning
7,0.51487,0.169887,0.365427,Normal
17,0.336468,0.656534,0.344849,Normal
21,-2.98469,0.953271,1,Critical
20,0.337423,0.65587,0.12009,Normal
4,0.172768,0.114906,0.575025,Normal
13,-1.94635,1.02741,0.771148,Warning
16,1.76895,0.891712,0.558802,Normal
4,1.71032,0.166369,0.746569,Warning
7,-0.66266,0.589287,0.275861,Normal
13,0.383301,0.852255,0.0211547,Normal
19,-0.280912,0.295358,0,Normal
4,0.625418,0.228595,0.353074,Normal
19,0.303789,0.0650976,0.401298,Normal
11,-0.931693,0.635784,0,Normal
22,-2.83687,0.496286,0.583883,Normal
17,2.66314,0.753435,0.86141,Warning
