AgeMonths,RelativeDeviation,StdDevMinutes,PctDaysOutOfRange,Direction,Label
23,1.20501,67.665,0.908263,1,Normal
15,0.269901,62.7822,0,1,Normal
2,0.254881,9.93407,0.852237,1,Normal
23,0.23148,19.3612,0.560754,1,Normal
11,0.306911,37.7561,0.147266,1,Normal
10,-0.737889,54.4649,0.0427962,-1,Warning
16,-2.44453,51.9811,1,-1,Warning
16,0.660492,38.4185,0.364674,1,Normal
19,-0.316006,47.3972,0.4859,-1,Normal
17,-1.16847,7.44376,0.99061,-1,Warning
7,-0.0430439,24.8832,0.381317,-1,Normal
12,-0.90644,30.3597,0.307476,-1,Normal
17,0.770011,45.8395,0.189696,1,Warning
9,-0.681689,37.371,0.10277,-1,Normal
15,0.46922,20.5698,0.238982,1,Normal
14,-2.4446,31.2244,0.646809,-1,Warning
15,-1.6624,82.8284,0.306403,-1,Normal
1,-2.152,13.774,1,-1,Warning
22,-0.622027,18.5497,0.70419,-1,Warning
14,-1.87636,79.0137,0.856451,-1,Warning
12,-0.0719892,72.1843,0.492364,-1,Normal
15,0.0667616,39.8463,0,1,Normal
19,-3.40607,46.2549,1,-1,Warning
23,0.988677,52.8385,0.631952,1,Normal
20,-2.76341,20.0441,0.717783,-1,Warning
4,-0.134448,37.1434,0,-1,Normal
5,2.68668,31.5446,0.457854,1,Normal
4,-2.74819,43.1888,0.724282,-1,Warning
23,-0.123585,76.1032,0.623822,-1,Normal
21,-1.15118,30.1812,0.695607,-1,Warning
18,-0.520721,30.0069,0,-1,Normal
17,0.307617,10.4068,0.24503,1,Normal
19,2.72341,32.2767,0.532991,1,Normal
23,0.712673,49.9773,0.278572,1,Normal
21,0.682153,55.4804,0.464771,1,Normal
16,-0.235318,50.3653,0.178545,-1,Normal
6,-2.45869,15.0919,1,-1,Warning
1,1.93995,25.4578,0.601868,1,Normal
7,1.80805,5.80861,0.741822,1,Normal
21,-0.645742,44.3639,0.642169,-1,Warning
3,0.147315,44.058,0.24171,1,Normal
12,0.498889,16.7349,0,1,Normal
9,0.547453,56.7375,0,1,Normal
17,0.0660419,31.1376,0.0793199,1,Normal
8,1.71613,49.3192,0.851964,1,Normal
1,1.32105,68.9057,1,1,Normal
23,0.36619,9.43682,0,1,Normal
12,2.47187,13.1966,0.471721,1,Normal
23,0.820642,25.8454,0.235846,1,Normal
12,-0.430886,53.8801,0.109882,-1,Normal
10,-1.74644,47.7806,0.544748,-1,Normal
10,0.173691,62.2838,0.0242854,1,Normal
21,0.264794,20.3306,0.485379,1,Normal
16,1.01606,43.3103,0.486784,1,Normal
21,0.806303,24.3049,0.185577,1,Normal
3,0.479886,66.0988,0.424115,1,Normal
3,-0.289698,89.5223,0.189854,-1,Normal
4,-0.890362,19.2887,0,-1,Normal
1,0.63683,43.134,0,1,Normal
10,-0.206067,46.6681,0.264665,-1,Normal
14,-0.703053,25.8993,0,-1,Normal
13,2.48906,29.7405,0.721452,1,Normal
3,-0.275631,17.6735,0,-1,Normal
8,0.276991,25.9956,0.261807,1,Normal
15,-2.20042,30.8114,0.792273,-1,Warning
11,0.839581,18.5241,0.494904,1,Normal
13,2.51721,38.3331,0.594493,1,Normal
23,1.11504,51.1196,0.660632,1,Normal
7,-1.44696,39.6688,0.76581,-1,Warning
8,-0.975827,8.50737,0.10548,-1,Normal
15,-0.245353,29.7071,0.300918,-1,Normal
19,-0.293047,32.8251,0,-1,Normal
21,-2.12289,13.3935,0.564556,-1,Normal
4,-0.527255,24.1835,0.18708,-1,Normal
18,0.519461,50.8719,0,1,Normal
10,1.56009,65.6456,0.477999,1,Normal
18,-0.480992,6.47259,0.322765,-1,Normal
14,-0.411701,45.272,0,-1,Normal
2,-2.17276,37.3978,0.638011,-1,Warning
7,-0.890074,20.1513,0.139264,-1,Normal
11,0.669797,37.546,0.292896,1,Normal
6,0.859776,46.638,0.468419,1,Normal
17,2.99642,27.4558,1,1,Warning
5,0.430281,79.4838,0.140679,1,Normal
10,2.08581,44.6756,0.663098,1,Normal
22,-0.708639,10.2133,0.409664,-1,Normal
14,-1.41674,38.5872,0.889602,-1,Warning
13,0.95995,48.5713,0.331534,1,Normal
10,1.05074,35.7219,0.676077,1,Normal
18,0.94631,59.6097,0.294071,1,Normal
3,0.460648,14.1995,0.488805,1,Normal
17,-0.367234,39.6874,0.286388,-1,Normal
3,0.922535,31.0619,0.656323,1,Warning
4,-3.16316,39.3674,0.616163,-1,Warning
8,-3.25433,53.1179,0.558073,-1,Normal
17,-1.92371,34.4074,0.879767,-1,Warning
8,-0.915531,53.4265,0.440708,-1,Normal
13,-0.993392,44.2435,0,-1,Normal
4,-1.70203,41.8522,0.772882,-1,Warning
0,-0.516419,0,0.262814,-1,Normal
3,0.517516,43.9475,0.486739,1,Normal
3,-0.672411,41.033,0.0931333,-1,Normal
23,-0.388408,49.256,0.197824,-1,Normal
0,-0.0147992,18.5001,0.451446,-1,Normal
9,-1.82346,59.6323,0.512393,-1,Normal
23,-3.92564,26.1487,0.635308,-1,Warning
6,-2.25884,4.57568,0.488633,-1,Normal
11,0.380556,12.1177,0.357759,1,Normal
10,-1.17216,37.0772,1,-1,Warning
8,0.410178,13.9367,0.401554,1,Normal
13,3.11216,40.4023,0.905001,1,Warning
22,-2.08462,0,0.798986,-1,Warning
22,-0.568294,22.9524,0.139299,-1,Normal
6,0.748692,35.7512,0.31337,1,Normal
12,-2.43723,13.207,0.428163,-1,Normal
8,-0.00267732,43.7266,0.131587,-1,Normal
20,0.937711,20.1629,1,1,Normal
7,-0.422467,26.8774,0.306696,-1,Normal
14,2.5876,79.8008,0.738078,1,Normal
13,-1.18947,40.5355,0.940644,-1,Warning
3,1.2144,19.348,0.838198,1,Normal
19,0.412632,76.5238,0.575952,1,Normal
13,2.27561,37.2139,0.738751,1,Normal
7,1.91691,22.8868,0.670832,1,Normal
18,2.89492,28.3986,0.651173,1,Normal
9,-0.265241,19.2111,0.565218,-1,Normal
7,-2.239,42.3994,0.674215,-1,Warning
21,-0.609306,56.3677,0.0293985,-1,Normal
2,0.0406648,36.3298,0.390285,1,Normal
5,-1.53659,0,1,-1,Normal
2,-0.788273,71.0141,0.360865,-1,Normal
9,-1.79581,23.992,0.600928,-1,Warning
7,0.0386024,30.398,0,1,Normal
8,0.524757,75.0219,0.570785,1,Normal
14,-0.0591406,24.9041,0.278992,-1,Normal
15,1.55188,6.92387,0.943614,1,Warning
21,0.374234,19.4521,0.323295,1,Normal
12,-2.16516,67.0303,0.669813,-1,Warning
8,0.0628039,20.084,0.25699,1,Normal
17,-1.3932,35.1823,0.848166,-1,Warning
5,3,59.9927,1,1,Warning
1,-2.58344,10.3865,0.458397,-1,Normal
2,1.40276,33.3345,1,1,Normal
9,-0.588824,30.8097,0.791667,-1,Warning
15,-0.260046,19.0952,0,-1,Normal
6,2.58131,0,0.671773,1,Normal
20,3.2811,26.7941,1,1,Warning
2,-0.182344,21.4766,0.890601,-1,Normal
3,-0.219924,50.2816,0.481234,-1,Normal
0,1.0018,64.6635,0.608469,1,Normal
21,0.153307,34.1227,0.314803,1,Normal
20,-0.550392,27.503,0.389188,-1,Normal
22,-0.852015,44.6798,0.41854,-1,Normal
15,3.56077,73.9605,1,1,Warning
11,0.655489,15.7249,0.229184,1,Normal
6,0.295796,8.96845,0.394533,1,Normal
11,1.91525,66.3778,0.776925,1,Normal
11,2.16583,47.3945,0.846324,1,Normal
13,-0.0812202,17.5387,0.503552,-1,Normal
17,0.447675,20.0791,0.195122,1,Normal
0,0.093743,16.9786,0.459553,1,Normal
0,-0.199778,30.3876,0.468348,-1,Normal
13,-0.167675,63.1063,0,-1,Normal
8,0.35647,53.0716,0,1,Normal
1,1.37869,8.03465,1,1,Normal
14,-1.99551,72.1492,0.955239,-1,Warning
13,-0.0812844,22.319,0.175345,-1,Normal
12,0.175631,39.1828,0.398602,1,Normal
14,-2.90319,40.9593,0.6317,-1,Warning
19,0.0500809,59.3928,0.0653928,1,Normal
4,-1.65516,74.1514,0.831938,-1,Warning
8,0.00550759,28.2622,0.231817,1,Warning
14,0.497392,26.8049,0.182282,1,Normal
0,0.449501,27.3036,0.125244,1,Normal
19,-0.597438,58.4408,0.476989,-1,Normal
16,-1.96909,34.3553,0.822519,-1,Warning
21,-0.437925,29.5539,0.0498529,-1,Warning
4,-1.52585,33.8745,0.509267,-1,Normal
16,0.0767034,38.2207,0.0970897,1,Normal
10,-0.367216,18.1641,0.0301406,-1,Normal
14,-0.988555,36.7508,0,-1,Warning
12,-1.12199,37.969,1,-1,Warning
18,0.333573,12.2999,0.527915,1,Normal
21,0.422922,17.2113,0.434777,1,Normal
7,3,35.3501,1,1,Warning
8,-0.389106,34.0672,0.0986001,-1,Normal
21,-0.531667,44.6386,0.303894,-1,Normal
1,0.708644,74.2981,0.280074,1,Normal
13,0.0558155,50.6505,0.826703,1,Normal
8,2.72914,38.3264,0.889261,1,Normal
4,1.48416,37.5923,0.665118,1,Normal
13,-2.26928,15.9775,0.924835,-1,Warning
16,0.531314,18.1835,0.335172,1,Normal
23,0.560458,38.6458,0.26702,1,Normal
18,0.630002,62.5787,0.333047,1,Normal
16,-0.106341,52.7723,0.0594743,-1,Normal
23,-0.0812885,25.6276,0.446813,-1,Normal
21,-0.263328,36.2166,0.449398,-1,Normal
13,-1.80063,41.1064,0.962242,-1,Warning
4,-0.920929,24.7853,0.346067,-1,Normal
6,-2.04229,23.8334,0.714204,-1,Warning
14,0.348845,22.5058,0.12871,1,Normal
5,1.27456,30.9723,0.345986,1,Normal
16,-2.3797,32.4036,0.858013,-1,Warning
21,-0.711889,60.2128,0.38624,-1,Normal
1,3,44.6866,0,1,Normal
22,-0.651827,6.05057,0.403405,-1,Normal
3,-1.22174,47.1309,0.332781,-1,Normal
18,-3.66494,13.1382,0.845621,-1,Warning
5,0.218475,25.8944,0.228869,1,Normal
9,0.803708,0,0,1,Normal
13,1.82004,7.9849,0.959136,1,Warning
14,0.223048,25.7354,0.271263,1,Normal
19,1.16554,33.6987,0.540329,1,Normal
10,0.451579,26.7214,0,1,Normal
19,-0.25285,0,0,-1,Normal
16,-0.0961871,49.315,0,-1,Normal
23,-2.0836,27.039,0.343138,-1,Normal
17,-0.570262,6.10566,0.583008,-1,Normal
5,-0.506628,0,0.329843,-1,Normal
15,1.4737,26.0319,0.879966,1,Normal
22,-0.651517,41.4359,0.0136776,-1,Normal
13,-1.95693,69.3547,0.98241,-1,Warning
7,0.674136,30.3251,0.120089,1,Normal
17,-3.48231,62.0354,0.727952,-1,Warning
0,-0.166622,9.43023,0.500892,-1,Warning
2,-0.743024,54.2803,0.207341,-1,Normal
23,0.0282164,63.6465,0.229655,1,Normal
2,-0.50664,22.3915,0.569007,-1,Normal
3,-0.842507,25.9789,0.621694,-1,Warning
3,1.08726,12.3899,0.674795,1,Normal
1,3,64.2195,0.568912,1,Normal
20,0.222458,0,0.0621674,1,Normal
7,-2.60075,57.3798,0.768178,-1,Warning
18,2.46047,27.3721,0.822775,1,Normal
11,2.95937,23.3949,0.649845,1,Normal
12,-0.214086,38.5497,0.275957,-1,Normal
22,0.88863,40.7915,0.105339,1,Normal
20,-1.37106,16.8258,0.506193,-1,Normal
14,0.668687,33.3302,0.593022,1,Normal
16,0.0418958,32.7451,0.8957,1,Warning
14,-2.86798,38.5517,1,-1,Warning
18,0.353393,14.3372,0.360319,1,Normal
1,0.764252,48.1511,0.235455,1,Normal
8,-0.808546,9.01298,0.376445,-1,Normal
14,-0.072708,39.7735,0.530099,-1,Normal
20,-3.43964,23.8968,0.904813,-1,Warning
7,-2.84743,35.9784,0.920626,-1,Warning
2,-2.38868,8.89773,0.397684,-1,Normal
12,-0.313536,22.4167,0.132191,-1,Normal
6,0.256703,63.2846,0.288676,1,Normal
12,0.102653,46.8338,0.0438993,1,Normal
0,-0.479201,32.8376,0.0306439,-1,Normal
8,0.253541,15.2145,0,1,Normal
0,-1.22908,28.3711,0.534756,-1,Normal
14,-2.6622,18.4281,0.604019,-1,Warning
6,-1.56168,45.7763,0.641609,-1,Warning
0,-2.0268,84.9694,0.561389,-1,Normal
17,3.11599,61.2733,0.270557,1,Normal
11,2.2343,46.2743,0.820982,1,Normal
12,0.95373,64.1928,0,1,Normal
23,0.75779,13.9715,0.273847,1,Normal
16,0.08541,26.899,0.328808,1,Normal
4,-0.718717,0.29664,0.352803,-1,Normal
21,3.3273,37.7348,0.515864,1,Warning
19,-0.202477,27.0281,0.227389,-1,Normal
14,0.604863,20.982,0,1,Normal
7,2.40327,24.2321,0.7001,1,Normal
14,1.58462,5.49073,0.660766,1,Normal
10,-0.786834,42.1331,0.434739,-1,Normal
15,-2.76258,26.8978,0.602448,-1,Warning
23,-0.0989909,55.2327,0.174384,-1,Normal
23,-0.757574,8.34022,0.489507,-1,Normal
19,-0.916456,58.4804,0,-1,Warning
14,0.419147,28.6727,0.140871,1,Normal
19,-2.94261,16.57,0.606055,-1,Warning
22,-1.71773,38.4158,1,-1,Warning
6,-0.366008,11.1612,0.470608,-1,Normal
12,0.0389818,56.2512,0.431785,1,Normal
12,-3.0579,67.2015,1,-1,Warning
1,-0.798271,23.3023,0.311543,-1,Normal
0,2.99446,35.8428,0.638808,1,Normal
23,-1.16157,45.4023,0.628323,-1,Warning
0,-1.88173,39.7065,0.685603,-1,Warning
21,2.41946,16.113,1,1,Warning
5,0.444375,8.20547,0,1,Normal
3,0.644852,15.3374,0.383546,1,Normal
7,0.505908,42.0764,0.22537,1,Normal
3,2.86529,54.673,0.65063,1,Normal
0,0.269555,43.4117,0,1,Normal
3,-0.0438429,6.52836,0.751906,-1,Normal
21,1.25474,48.7303,0.496881,1,Normal
17,-1.63401,40.6379,0.734466,-1,Warning
3,-0.442721,77.7107,0.380765,-1,Normal
8,3,3.94604,0.272754,1,Normal
15,0.653902,28.3649,0.156464,1,Normal
17,0.810768,43.6801,0.138003,1,Normal
10,0.484595,4.13894,0,1,Normal
21,0.362566,65.6678,0,1,Normal
12,0.78186,30.2266,0.343132,1,Normal
4,0.0728528,0,0.0597932,1,Normal
19,-1.57027,3.30208,0.821471,-1,Warning
18,1.23844,54.5608,1,1,Normal
17,-0.352806,10.6956,0.398139,-1,Normal
16,-0.0397552,30.0631,0.110994,-1,Normal
0,-1.34405,16.2545,0.466551,-1,Normal
1,-2.29932,57.8021,1,-1,Warning
8,3,8.88496,0.702889,1,Normal
9,0.863265,65.3718,0.364103,1,Normal
9,-0.0796019,27.3517,0.174774,-1,Normal
19,0.7241,31.1594,0.70901,1,Normal
5,-2.8326,0,1,-1,Normal
17,-1.47132,65.9179,0.84051,-1,Warning
15,-4.02271,3.88183,0.840485,-1,Warning
21,0.461493,26.7354,0.622562,1,Normal
15,-0.49056,27.6827,0.236397,-1,Normal
8,3,51.5137,0.987397,1,Warning
18,-0.316699,25.1201,0,-1,Normal
5,-0.231624,32.9594,0.331915,-1,Normal
14,-1.38356,34.4071,0.407983,-1,Normal
19,-2.40521,33.7524,0.583228,-1,Normal
15,0.609771,41.1496,0,1,Normal
19,-1.48921,20.509,0.769697,-1,Warning
13,2.7455,44.9592,0.757158,1,Normal
1,-0.285437,49.0871,0.176227,-1,Normal
10,0.259451,61.7575,0.405988,1,Normal
10,0.423289,56.0041,0.0859944,1,Normal
9,0.671588,58.6665,0.824443,1,Normal
1,0.297319,33.8596,0.0324666,1,Normal
13,0.00590067,44.7647,0.158184,1,Normal
15,-0.147964,22.9982,0.310075,-1,Normal
20,-4.23221,38.0671,0.821425,-1,Warning
7,0.311896,67.1727,0.552477,1,Normal
15,1.80116,59.7224,0.837236,1,Normal
17,-0.48516,8.58102,0.563876,-1,Normal
6,-2.20888,26.9546,0.973754,-1,Warning
11,-1.57038,26.9027,0.848576,-1,Warning
11,-0.109342,54.4394,0.696321,-1,Normal
13,0.873985,0,0.112704,1,Normal
2,0.589376,0,0.247864,1,Normal
10,0.691267,0,0.136138,1,Normal
19,-0.900818,44.077,0.280415,-1,Normal
19,2.24001,33.9457,0.394413,1,Normal
17,0.898291,12.8599,0.534513,1,Normal
14,3.16265,52.6672,1,1,Warning
1,-0.0931885,15.9706,0.15989,-1,Normal
20,-0.370947,48.7916,0.344147,-1,Normal
2,0.435958,3.94984,0.54787,1,Normal
4,-0.119125,34.8528,0.246085,-1,Normal
3,0.338954,84.7094,0.511254,1,Normal
15,-2.14606,20.8357,1,-1,Warning
7,-2.50632,56.3973,0.486561,-1,Normal
18,0.471606,34.0627,0.149826,1,Normal
0,-1.51412,38.8307,0.695621,-1,Warning
20,-0.0430424,50.8397,0.196648,-1,Normal
8,-0.0607782,38.6429,0,-1,Normal
14,1.28949,13.7397,0.490555,1,Normal
17,-1.92467,25.6275,0.480318,-1,Normal
8,3,40.2877,0.76466,1,Normal
16,1.20309,40.0476,1,1,Normal
4,0.148541,48.3843,0.153046,1,Normal
20,-0.144595,53.6283,0.0536628,-1,Normal
2,-0.0566693,52.4521,0,-1,Normal
4,-0.0914477,27.9273,0.0537964,-1,Normal
18,-0.337312,64.7064,0.423481,-1,Normal
21,-1.40504,41.6281,1,-1,Normal
21,1.08344,32.5594,0.882189,1,Warning
11,-1.1683,34.1451,0.968497,-1,Warning
18,0.148815,27.3399,0.414575,1,Normal
7,0.752176,12.5882,0,1,Warning
15,0.95635,57.9486,0.402925,1,Normal
13,-1.87285,13.8265,1,-1,Warning
18,3.21804,29.985,1,1,Warning
11,-1.09282,31.2313,0.468626,-1,Warning
1,0.0750151,41.5038,0,1,Normal
9,-1.14458,72.4716,1,-1,Warning
12,-3.35642,31.5052,0.846575,-1,Warning
5,1.34972,3.29933,0.540657,1,Normal
12,-1.43159,26.7666,0.870307,-1,Warning
14,0.192517,38.4832,0,1,Normal
13,0.400221,64.6939,0.338133,1,Normal
14,-0.251108,31.0526,0.557248,-1,Normal
15,-0.933076,59.5417,0,-1,Normal
3,-1.42516,30.5542,0.902555,-1,Warning
12,0.287605,38.4969,0.313026,1,Normal
0,-2.77071,43.5786,0.778145,-1,Warning
23,-0.583022,31.7181,0.551621,-1,Normal
15,-0.500625,49.5865,0.506315,-1,Normal
17,0.679145,40.0744,0.281356,1,Normal
3,2.10289,55.5095,0.841913,1,Normal
19,0.763339,22.1152,0,1,Normal
23,0.130631,3.246,0.466436,1,Normal
11,2.4235,42.0149,0.844373,1,Normal
17,-0.375338,26.5487,0.261239,-1,Normal
4,-3.03582,20.0931,0.403871,-1,Normal
16,-1.11708,32.1161,0.770536,-1,Warning
11,-0.0551863,56.2184,0.532228,-1,Normal
8,0.864199,11.0041,0.267139,1,Normal
16,0.293091,25.1723,0.309365,1,Normal
3,-4.23987,45.0463,0.37089,-1,Normal
19,-0.452581,10.993,0.604016,-1,Warning
15,-0.418636,24.3214,0.255474,-1,Normal
5,2.68893,53.3806,0.707313,1,Normal
2,0.113434,19.3214,0.623764,1,Normal
21,0.384269,41.1417,0.342533,1,Normal
0,0.413868,42.6708,0,1,Normal
20,2.15726,84.1644,1,1,Warning
22,-0.100556,22.6687,0.444394,-1,Normal
10,0.97906,41.6795,0.00327996,1,Normal
14,-0.982777,38.0682,0.193694,-1,Normal
1,-0.0602517,15.6387,0,-1,Normal
15,-0.100789,50.9448,0.216204,-1,Normal
0,-2.26617,23.1108,0.537574,-1,Normal
17,-0.171779,40.9902,0.0941076,-1,Normal
1,-3.59603,47.6698,0.635645,-1,Warning
5,3,20.2524,0.733542,1,Normal
10,2.36839,26.0959,0.476952,1,Normal
19,0.500004,32.1282,0.220064,1,Normal
11,-2.76966,15.4135,0.887623,-1,Warning
19,1.72021,25.1488,0.815508,1,Normal
4,-0.604827,33.9564,0,-1,Normal
19,1.34504,56.4177,0.820705,1,Normal
0,3,19.0733,1,1,Warning
16,-0.138628,33.0152,0.174504,-1,Normal
18,2.30811,7.8708,0.418709,1,Normal
11,-1.25632,28.3243,0.453728,-1,Normal
15,1.04175,64.2334,1,1,Normal
9,0.0743941,34.1848,0,1,Normal
9,-0.649598,50.7244,0.650251,-1,Warning
17,2.3526,57.4051,0.630606,1,Normal
23,0.94906,49.9046,0.821893,1,Normal
6,-2.21572,23.1547,0.540534,-1,Normal
2,-4.55825,77.6833,1,-1,Warning
6,-2.33749,39.7745,0.713052,-1,Warning
21,0.273509,0,0.323692,1,Normal
13,-0.231905,31.9439,0.260946,-1,Normal
7,-2.76612,37.4838,0.681691,-1,Warning
14,-0.152441,36.5692,0.0319533,-1,Normal
19,0.406447,40.9365,0.311878,1,Normal
0,0.431288,36.5443,0.494885,1,Normal
10,0.0571537,33.8918,0.513876,1,Normal
0,-0.0709069,27.2755,0.483931,-1,Normal
17,0.711534,39.7989,0,1,Normal
20,-0.576352,27.6368,0,-1,Normal
1,0.265267,43.0175,0.301237,1,Normal
23,-1.83829,44.0592,0.406346,-1,Normal
16,0.392383,52.2273,0.421089,1,Normal
3,1.41099,62.682,0.761749,1,Normal
2,-0.387941,20.8318,0.0175174,-1,Normal
21,-0.177138,46.2785,0.0278779,-1,Normal
13,0.25409,53.8897,0,1,Normal
9,-3.03038,25.9644,0.822973,-1,Warning
6,-0.626171,36.5604,0.02355,-1,Normal
1,0.22324,34.0172,0.488238,1,Normal
10,0.770688,28.3449,0.129926,1,Normal
8,-1.2533,35.5007,0.83196,-1,Warning
12,0.163266,30.2259,0.683128,1,Normal
2,-1.38945,11.9655,1,-1,Warning
9,2.73976,59.2288,1,1,Warning
21,2.1359,33.4924,1,1,Warning
22,-0.149261,10.3978,0.404012,-1,Normal
3,-1.95894,30.4694,0.535939,-1,Normal
6,0.102555,41.3231,0.257717,1,Normal
13,1.46958,39.4888,1,1,Normal
3,-0.685673,28.8693,0.456618,-1,Normal
13,-2.31228,1.40764,0.751942,-1,Normal
6,0.421135,53.3848,0,1,Normal
13,0.384775,46.7014,0.0685304,1,Normal
19,0.401603,27.7026,0.131183,1,Normal
20,1.24749,49.2971,0.582482,1,Normal
8,-2.57447,28.0269,1,-1,Warning
1,-0.449616,35.0742,0.674181,-1,Warning
22,0.0701544,34.4488,0.587591,1,Normal
5,-2.36103,0,0.816104,-1,Warning
7,0.01556,54.9628,0.30463,1,Normal
19,0.406926,50.3495,0.488934,1,Normal
1,-0.90484,21.4509,0.175177,-1,Normal
21,-3.49676,13.1086,0.599731,-1,Normal
6,-1.99026,38.9917,0.847405,-1,Warning
9,-2.1671,13.0165,0.94762,-1,Warning
6,-2.7245,32.7602,0.255867,-1,Normal
11,-1.26372,16.5505,0.649343,-1,Normal
17,1.73678,46.4274,1,1,Warning
8,1.77732,43.6205,0.227185,1,Normal
2,0.744213,34.5921,0.310262,1,Normal
11,-2.147,30.7348,0.762382,-1,Warning
2,-0.18032,19.7064,0.383131,-1,Normal
19,1.2942,29.6309,0.206085,1,Normal
15,1.40945,26.8946,0.720735,1,Normal
2,-0.803219,93.3492,0,-1,Normal
23,-0.654892,35.7932,0.252352,-1,Normal
21,0.19792,0,0.159062,1,Normal
9,0.274505,42.8276,0.514865,1,Normal
7,0.669913,48.4788,0.404416,1,Normal
2,0.227834,10.7319,0.394432,1,Normal
19,-0.136426,25.4347,0.484216,-1,Normal
3,2.1615,49.3843,0.816037,1,Normal
6,-1.10008,23.2506,0.827576,-1,Warning
3,-0.299557,0.926621,0.694128,-1,Normal
1,-0.471324,48.09,0.344461,-1,Normal
17,-0.218535,41.8826,0.1609,-1,Normal
1,0.836897,76.3394,0.291177,1,Normal
0,3,39.0512,0.385927,1,Normal
11,2.97726,46.6384,0.777673,1,Normal
20,-1.8812,22.1209,0.59474,-1,Normal
12,-0.825333,66.6305,0.307861,-1,Normal
14,0.654107,45.3237,0.244023,1,Normal
7,-0.144259,43.1208,0.0421271,-1,Normal
15,0.661448,42.6422,0.421273,1,Normal
20,-1.41683,63.9922,0.819468,-1,Warning
13,-0.428598,74.1951,0.0832791,-1,Normal
3,0.0460804,36.1168,0.481995,1,Normal
13,-0.10974,0,0.547842,-1,Normal
13,0.21264,87.8,0.30488,1,Normal
12,-0.94523,17.1253,0.187301,-1,Normal
5,0.298692,85.3251,0.423321,1,Normal
16,0.527858,42.9468,0.280729,1,Normal
11,-0.0637046,41.795,0.44121,-1,Normal
12,-0.476259,20.2761,0,-1,Normal
5,-0.109803,40.7142,0.198093,-1,Normal
0,0.719131,33.9901,0.180213,1,Normal
9,0.582026,56.5886,0.153779,1,Normal
8,2.73797,33.5553,0.7223,1,Normal
6,1.44126,29.9764,0.39623,1,Normal
18,-1.45909,30.8757,0.598587,-1,Normal
19,-0.6831,33.4974,0.108311,-1,Normal
17,-1.85947,20.9759,0.828614,-1,Warning
12,0.876424,19.988,0,1,Normal
9,0.956955,46.6853,0.315209,1,Normal
18,0.0533489,75.0367,0.365686,1,Normal
15,3.48821,34.0856,0.594831,1,Normal
18,1.85589,44.8186,1,1,Warning
19,0.343262,45.4019,0.0290354,1,Normal
11,0.649031,44.7638,0.363489,1,Warning
21,2.82788,43.2705,0.552328,1,Warning
8,-0.212315,27.2163,0.262354,-1,Normal
0,0.504324,12.2401,0.193525,1,Normal
22,-0.977172,44.6056,0.138762,-1,Normal
5,-0.439899,52.7994,0,-1,Normal
2,0.0422395,28.7999,0.39713,1,Normal
21,-2.24154,34.1236,0.445931,-1,Normal
4,0.549868,53.7308,0.244604,1,Normal
18,-0.704367,58.7493,0.481713,-1,Normal
12,-2.51603,15.5658,0.718685,-1,Warning
8,0.103301,70.8928,0.192989,1,Normal
13,-0.309553,27.4058,0.631494,-1,Warning
15,1.19113,43.018,0.845237,1,Normal
4,0.942593,34.2089,0.474803,1,Normal
2,0.211868,45.0839,0.634821,1,Normal
8,-0.560334,31.45,0.556487,-1,Normal
22,-1.2246,0,0.915929,-1,Warning
7,-0.657072,25.9801,0.0511502,-1,Normal
18,0.664567,25.8849,0.201486,1,Normal
16,-0.737136,16.6135,0.372761,-1,Normal
3,-0.221491,43.8552,0.599799,-1,Normal
9,-0.657709,8.78838,0.110764,-1,Normal
11,2.90719,77.9597,0.628919,1,Normal
20,2.44461,25.2209,0.634374,1,Normal
4,-2.55678,11.4442,0.567342,-1,Normal
23,-0.540757,33.9206,0.565745,-1,Normal
23,-0.0482317,13.6713,0.0179064,-1,Normal
16,-1.62119,56.2642,1,-1,Warning
15,0.867671,51.6401,0.552067,1,Normal
23,-0.444969,0,0.453068,-1,Normal
6,-2.33155,32.2015,0.844935,-1,Warning
12,2.21201,28.3058,0.648723,1,Warning
19,0.357306,20.8281,0.334031,1,Normal
10,-0.682433,2.10858,0.199076,-1,Normal
9,-0.100177,37.4356,0.456636,-1,Normal
9,0.278417,7.282,0.515651,1,Normal
20,3.24202,50.0319,0.940407,1,Warning
10,0.792404,37.9412,0.509224,1,Normal
16,-1.90273,21.8919,0.961957,-1,Warning
12,1.18505,55.3608,0.553791,1,Normal
11,3,42.1928,0.728568,1,Warning
15,-1.84052,42.2634,0.593468,-1,Normal
1,-0.446261,27.0508,0.799533,-1,Warning
19,-1.6617,4.2909,0.665737,-1,Warning
16,-0.491098,1.61235,0.623346,-1,Warning
15,-0.696945,24.8127,0.256929,-1,Normal
23,-1.36098,54.4184,1,-1,Warning
18,-0.449105,39.5787,0,-1,Normal
20,0.0997688,47.9187,0.0408035,1,Normal
10,-3.64399,37.5478,0.969705,-1,Warning
4,-2.41629,78.9985,0.434736,-1,Normal
3,-0.679554,16.3791,0,-1,Normal
6,-2.53481,62.1636,0.687229,-1,Warning
13,-0.187934,24.39,0.218974,-1,Normal
14,-3.66863,38.7525,0.467215,-1,Normal
15,1.01483,47.3369,0.419641,1,Normal
7,-0.474163,7.55532,0.13925,-1,Normal
8,-0.795873,22.5399,0.433268,-1,Normal
1,-0.157062,36.6171,0,-1,Normal
12,-2.07207,57.3019,0.817496,-1,Warning
21,-0.0317425,36.7572,0,-1,Normal
